,year,importer1,importer2,flow1,flow2
43,1950,United States of America,Iceland,5.0,7.4000001
44,1950,United States of America,Liberia,0.0,0.0
45,1950,United States of America,Ethiopia,13.0,2.4000001
46,1950,United States of America,South Africa,152.0,120.0
47,1950,United States of America,Iran,25.0,67.800003
48,1950,United States of America,Turkey,66.0,70.0
49,1950,United States of America,Iraq,14.0,8.6000004
50,1950,United States of America,Egypt,58.0,36.200001
51,1950,United States of America,Syria,13.0,26.200001
52,1950,United States of America,Lebanon,5.0,21.0
53,1950,United States of America,Jordan,0.0,0.0
54,1950,United States of America,Israel,9.0,105.5
55,1950,United States of America,Saudi Arabia,26.0,32.0
56,1950,United States of America,Yemen Arab Republic,0.0,0.0
57,1950,United States of America,Afghanistan,0.0,0.0
58,1950,United States of America,China,161.0,68.0
59,1950,United States of America,Mongolia,0.0,0.0
60,1950,United States of America,South Korea,3.0,23.0
61,1950,United States of America,India,278.0,211.60001
62,1950,United States of America,Pakistan,34.0,32.900002
63,1950,United States of America,Myanmar,1.0,3.0999999
64,1950,United States of America,Sri Lanka,71.0,7.3000002
65,1950,United States of America,Nepal,0.0,0.0
66,1950,United States of America,Thailand,81.0,28.0
67,1950,United States of America,Philippines,253.0,281.16
68,1950,United States of America,Indonesia,167.0,85.900002
69,1950,United States of America,Australia,151.0,129.03
70,1950,United States of America,New Zealand,69.0,35.310001
71,1950,Canada,Cuba,4.1999998,17.27
72,1950,Canada,Haiti,1.8,1.9
73,1950,Canada,Dominican Republic,1.1,2.2
74,1950,Canada,Mexico,33.200001,11.4
75,1950,Canada,Guatemala,5.8000002,2.2
76,1950,Canada,Honduras,5.5999999,0.33000001
77,1950,Canada,El Salvador,0.80000001,1.3
78,1950,Canada,Nicaragua,0.30000001,0.33000001
79,1950,Canada,Costa Rica,3.4000001,2.2
80,1950,Canada,Panama,5.4000001,2.0899999
81,1950,Canada,Colombia,13.4,10.1
82,1950,Canada,Venezuela,88.400002,22.700001
83,1950,Canada,Ecuador,1.4,1.3200001
84,1950,Canada,Peru,4.0,3.8
85,1950,Canada,Brazil,28.6,13.97
86,1950,Canada,Bolivia,2.4000001,2.0999999
87,1950,Canada,Paraguay,0.30000001,0.1
88,1950,Canada,Chile,1.3,2.2
89,1950,Canada,Argentina,11.0,12.2
90,1950,Canada,Uruguay,2.8,1.8
91,1950,Canada,United Kingdom,409.60001,504.60001
92,1950,Canada,Ireland,0.1,17.0
93,1950,Canada,Netherlands,9.0,8.6999998
94,1950,Canada,Belgium,22.331921,56.599869
95,1950,Canada,Luxembourg,0.86807841,2.20013
96,1950,Canada,France,14.9,22.6
97,1950,Canada,Switzerland,14.6,30.799999
98,1950,Canada,Spain,3.5,3.5999999
99,1950,Canada,Portugal,2.0999999,6.0999999
100,1950,Canada,Hungary,0.0,0.0
101,1950,Canada,Czechoslovakia,6.0999999,2.0
102,1950,Canada,Italy,9.5,6.8000002
103,1950,Canada,Greece,0.1,1.2
104,1950,Canada,Bulgaria,0.0,0.1
105,1950,Canada,Romania,0.0,0.1
106,1950,Canada,Russia,0.1,0.1
107,1950,Canada,Finland,0.1,0.5
108,1950,Canada,Sweden,5.1999998,3.9000001
109,1950,Canada,Norway,1.4,12.3
110,1950,Canada,Denmark,1.4,0.5
111,1950,Canada,Iceland,0.2,0.69999999
112,1950,Canada,Liberia,0.0,0.0
113,1950,Canada,South Africa,5.0,39.099998
114,1950,Canada,Iran,0.1,0.60000002
115,1950,Canada,Turkey,1.2,3.5
116,1950,Canada,Iraq,1.2,0.1
117,1950,Canada,Egypt,0.69999999,5.0999999
118,1950,Canada,Syria,0.0,0.40000001
119,1950,Canada,Lebanon,0.0,0.40000001
120,1950,Canada,Jordan,0.0,0.0
121,1950,Canada,Israel,0.40000001,12.1
122,1950,Canada,Saudi Arabia,28.4,0.80000001
123,1950,Canada,Yemen Arab Republic,0.0,0.0
124,1950,Canada,Afghanistan,0.0,0.0
125,1950,Canada,China,5.3000002,1.8
126,1950,Canada,North Korea,0.0,0.0
127,1950,Canada,South Korea,0.0,1.0
128,1950,Canada,India,37.599998,22.1
129,1950,Canada,Pakistan,1.7,2.3
130,1950,Canada,Myanmar,0.0,0.0
131,1950,Canada,Sri Lanka,17.799999,4.3000002
132,1950,Canada,Nepal,0.0,0.0
133,1950,Canada,Thailand,1.1,1.1
134,1950,Canada,Philippines,6.5,9.6800003
135,1950,Canada,Indonesia,0.69999999,3.0
136,1950,Canada,Australia,33.599998,34.869999
137,1950,Canada,New Zealand,12.0,10.89
138,1950,Cuba,Haiti,1.1,0.2
139,1950,Cuba,Dominican Republic,0.11,0.11
140,1950,Cuba,Guatemala,0.0,0.0
141,1950,Cuba,Honduras,1.98,0.55000001
142,1950,Cuba,El Salvador,1.3200001,0.2
143,1950,Cuba,Costa Rica,0.0,0.0
144,1950,Cuba,Panama,0.0,0.33000001
145,1950,Cuba,Colombia,0.33000001,0.30000001
146,1950,Cuba,Venezuela,0.44,3.3
147,1950,Cuba,Ecuador,0.22,0.0
148,1950,Cuba,Bolivia,0.0,0.0
149,1950,Cuba,Chile,3.3,9.1999998
150,1950,Cuba,Argentina,0.55000001,0.0
151,1950,Cuba,Uruguay,0.0,1.2
152,1950,Cuba,United Kingdom,9.3500004,105.5
153,1950,Cuba,Ireland,0.11,5.3000002
154,1950,Cuba,Netherlands,2.2,26.5
155,1950,Cuba,Belgium,6.0353942,3.5615571
156,1950,Cuba,Luxembourg,0.2346057,0.1384435
157,1950,Cuba,France,2.97,21.4
158,1950,Cuba,Switzerland,2.0899999,13.4
159,1950,Cuba,Spain,7.1500001,3.3
160,1950,Cuba,Portugal,0.66000003,2.5
161,1950,Cuba,Poland,0.11,0.0
162,1950,Cuba,Hungary,0.0,0.0
163,1950,Cuba,Czechoslovakia,0.66000003,0.0
164,1950,Cuba,Italy,2.8599999,0.69999999
165,1950,Cuba,Albania,0.0,0.0
166,1950,Cuba,Yugoslavia,0.0,1.3
167,1950,Cuba,Greece,0.0,4.8000002
168,1950,Cuba,Bulgaria,0.0,0.0
169,1950,Cuba,Romania,0.0,0.0
170,1950,Cuba,Russia,0.0,0.1
171,1950,Cuba,Finland,0.33000001,0.89999998
172,1950,Cuba,Sweden,1.87,1.2
173,1950,Cuba,Norway,1.98,3.8
174,1950,Cuba,Iceland,0.0,0.30000001
175,1950,Cuba,Liberia,0.0,0.0
176,1950,Cuba,Ethiopia,0.0,0.0
177,1950,Cuba,South Africa,0.0,0.0
178,1950,Cuba,Iran,0.0,0.0
179,1950,Cuba,Turkey,0.0,0.0
180,1950,Cuba,Iraq,0.0,0.0
181,1950,Cuba,Egypt,0.0,1.8
182,1950,Cuba,Syria,0.0,1.1
183,1950,Cuba,Lebanon,0.0,0.80000001
184,1950,Cuba,Jordan,0.0,0.0
185,1950,Cuba,Israel,0.0,0.0
186,1950,Cuba,Saudi Arabia,0.0,0.0
187,1950,Cuba,China,0.11,5.5
188,1950,Cuba,North Korea,0.0,0.0
189,1950,Cuba,South Korea,0.0,0.0
190,1950,Cuba,India,21.120001,3.2
191,1950,Cuba,Pakistan,0.0,2.2
192,1950,Cuba,Sri Lanka,0.0,0.40000001
193,1950,Cuba,Thailand,0.0,0.30000001
194,1950,Cuba,Philippines,0.0,0.0
195,1950,Cuba,Indonesia,0.0,0.0
196,1950,Cuba,Australia,0.0,0.11
197,1950,Cuba,New Zealand,0.0,0.0
198,1950,Haiti,Dominican Republic,0.0,0.1
199,1950,Haiti,Guatemala,0.0,0.0
200,1950,Haiti,Honduras,0.0,0.0
201,1950,Haiti,El Salvador,0.0,0.0
202,1950,Haiti,Nicaragua,0.0,0.0
203,1950,Haiti,Panama,0.0,0.0
204,1950,Haiti,Colombia,0.0,0.2
205,1950,Haiti,Ecuador,0.0,0.0
206,1950,Haiti,Brazil,0.0,0.0
207,1950,Haiti,Bolivia,0.0,0.0
208,1950,Haiti,Paraguay,0.0,0.0
209,1950,Haiti,Uruguay,0.0,0.0
210,1950,Haiti,United Kingdom,1.7,1.4
211,1950,Haiti,Ireland,0.0,0.0
212,1950,Haiti,Netherlands,0.2,2.2
213,1950,Haiti,Belgium,0.77006632,5.2942061
214,1950,Haiti,Luxembourg,0.0299337,0.20579439
215,1950,Haiti,France,0.60000002,0.30000001
216,1950,Haiti,Switzerland,0.2,2.5999999
217,1950,Haiti,Spain,0.0,0.0
218,1950,Haiti,Poland,0.0,0.0
219,1950,Haiti,Hungary,0.0,0.0
220,1950,Haiti,Czechoslovakia,0.1,0.0
221,1950,Haiti,Italy,0.5,4.9000001
222,1950,Haiti,Yugoslavia,0.0,0.0
223,1950,Haiti,Greece,0.0,0.0
224,1950,Haiti,Finland,0.0,0.0
225,1950,Haiti,Sweden,0.0,0.0
226,1950,Haiti,Denmark,0.0,0.0
227,1950,Haiti,Iceland,0.0,0.0
228,1950,Haiti,Liberia,0.0,0.0
229,1950,Haiti,Turkey,0.0,0.0
230,1950,Haiti,Iraq,0.0,0.0
231,1950,Haiti,Egypt,0.0,0.0
232,1950,Haiti,Syria,0.0,0.1
233,1950,Haiti,Lebanon,0.0,0.0
234,1950,Haiti,Jordan,0.0,0.0
235,1950,Haiti,Israel,0.0,0.0
236,1950,Haiti,China,0.1,0.0
237,1950,Haiti,South Korea,0.0,0.0
238,1950,Haiti,India,0.30000001,0.0
239,1950,Haiti,Pakistan,0.0,0.0
240,1950,Haiti,Sri Lanka,0.0,1.0
241,1950,Haiti,Thailand,0.0,0.0
242,1950,Haiti,Philippines,0.0,0.0
243,1950,Haiti,Indonesia,0.0,0.0
244,1950,Haiti,Australia,0.0,0.0
245,1950,Haiti,New Zealand,0.0,0.0
246,1950,Dominican Republic,Mexico,0.55000001,0.0
247,1950,Dominican Republic,Guatemala,0.0,0.0
248,1950,Dominican Republic,Honduras,0.0,0.11
249,1950,Dominican Republic,El Salvador,0.0,0.0
250,1950,Dominican Republic,Panama,0.0,0.0
251,1950,Dominican Republic,Colombia,0.0,0.0
252,1950,Dominican Republic,Venezuela,0.0,0.2
253,1950,Dominican Republic,Ecuador,0.0,0.0
254,1950,Dominican Republic,Brazil,0.0,0.0
255,1950,Dominican Republic,Bolivia,0.0,0.0
256,1950,Dominican Republic,Paraguay,0.0,0.0
257,1950,Dominican Republic,Uruguay,0.0,0.1
258,1950,Dominican Republic,United Kingdom,1.1,40.700001
259,1950,Dominican Republic,Ireland,0.0,0.40000001
260,1950,Dominican Republic,Netherlands,0.11,0.89999998
261,1950,Dominican Republic,Belgium,0.52942061,0.86632448
262,1950,Dominican Republic,Luxembourg,0.0205794,0.033675499
263,1950,Dominican Republic,France,0.22,0.0
264,1950,Dominican Republic,Switzerland,0.22,0.60000002
265,1950,Dominican Republic,Spain,0.33000001,3.9000001
266,1950,Dominican Republic,Poland,0.0,0.0
267,1950,Dominican Republic,Hungary,0.0,0.0
268,1950,Dominican Republic,Czechoslovakia,0.11,0.0
269,1950,Dominican Republic,Italy,0.33000001,0.30000001
270,1950,Dominican Republic,Yugoslavia,0.0,0.0
271,1950,Dominican Republic,Greece,0.0,0.0
272,1950,Dominican Republic,Bulgaria,0.0,0.0
273,1950,Dominican Republic,Romania,0.0,0.0
274,1950,Dominican Republic,Russia,0.0,0.0
275,1950,Dominican Republic,Finland,0.0,0.0
276,1950,Dominican Republic,Sweden,0.11,0.0
277,1950,Dominican Republic,Denmark,0.0,0.0
278,1950,Dominican Republic,Iceland,0.0,0.0
279,1950,Dominican Republic,Liberia,0.0,0.0
280,1950,Dominican Republic,Iran,0.0,0.0
281,1950,Dominican Republic,Turkey,0.0,0.0
282,1950,Dominican Republic,Iraq,0.0,0.0
283,1950,Dominican Republic,Egypt,0.0,0.0
284,1950,Dominican Republic,Lebanon,0.0,0.0
285,1950,Dominican Republic,Jordan,0.0,0.0
286,1950,Dominican Republic,Israel,0.0,0.0
287,1950,Dominican Republic,Saudi Arabia,0.0,0.0
288,1950,Dominican Republic,Afghanistan,0.0,0.0
289,1950,Dominican Republic,China,0.0,0.0
290,1950,Dominican Republic,North Korea,0.0,0.0
291,1950,Dominican Republic,South Korea,0.0,0.0
292,1950,Dominican Republic,India,1.65,0.0
293,1950,Dominican Republic,Pakistan,0.0,0.0
294,1950,Dominican Republic,Myanmar,0.0,0.0
295,1950,Dominican Republic,Sri Lanka,0.0,0.69999999
296,1950,Dominican Republic,Thailand,0.0,0.0
297,1950,Dominican Republic,Philippines,0.0,0.0
298,1950,Dominican Republic,Indonesia,0.0,0.0
299,1950,Mexico,Guatemala,0.30000001,4.5
300,1950,Mexico,Honduras,0.0,1.1
301,1950,Mexico,El Salvador,0.0,1.0
302,1950,Mexico,Nicaragua,0.0,0.55000001
303,1950,Mexico,Costa Rica,0.0,0.60000002
304,1950,Mexico,Panama,0.0,1.1
305,1950,Mexico,Colombia,0.0,0.80000001
306,1950,Mexico,Venezuela,0.0,1.8
307,1950,Mexico,Ecuador,0.0,0.2
308,1950,Mexico,Peru,0.1,0.40000001
309,1950,Mexico,Brazil,0.1,1.1
310,1950,Mexico,Bolivia,0.0,0.0
311,1950,Mexico,Paraguay,0.0,0.0
312,1950,Mexico,Chile,0.2,0.30000001
313,1950,Mexico,Argentina,0.80000001,0.0
314,1950,Mexico,Uruguay,0.40000001,0.5
315,1950,Mexico,United Kingdom,11.6,15.8
316,1950,Mexico,Ireland,0.0,0.2
317,1950,Mexico,Netherlands,1.7,4.5
318,1950,Mexico,Belgium,3.946589,18.38533
319,1950,Mexico,Luxembourg,0.1534104,0.71466798
320,1950,Mexico,France,6.0,6.4000001
321,1950,Mexico,Switzerland,5.3000002,10.5
322,1950,Mexico,Spain,2.8,0.30000001
323,1950,Mexico,Portugal,0.69999999,0.5
324,1950,Mexico,Hungary,0.0,0.0
325,1950,Mexico,Czechoslovakia,0.60000002,0.0
326,1950,Mexico,Italy,3.9000001,12.3
327,1950,Mexico,Romania,0.0,0.0
328,1950,Mexico,Russia,0.0,0.89999998
329,1950,Mexico,Finland,0.2,0.40000001
330,1950,Mexico,Sweden,7.0999999,7.1999998
331,1950,Mexico,Norway,0.60000002,0.40000001
332,1950,Mexico,Denmark,0.1,0.2
333,1950,Mexico,Iceland,0.0,0.0
334,1950,Mexico,Liberia,0.0,0.0
335,1950,Mexico,Ethiopia,0.0,0.0
336,1950,Mexico,South Africa,0.1,0.1
337,1950,Mexico,Iran,0.0,0.5
338,1950,Mexico,Turkey,0.0,0.0
339,1950,Mexico,Iraq,0.0,0.2
340,1950,Mexico,Egypt,0.0,0.0
341,1950,Mexico,Lebanon,0.0,0.40000001
342,1950,Mexico,Jordan,0.0,0.0
343,1950,Mexico,Israel,0.0,0.2
344,1950,Mexico,Saudi Arabia,0.0,0.0
345,1950,Mexico,China,0.2,0.2
346,1950,Mexico,South Korea,0.0,0.0
347,1950,Mexico,India,0.30000001,0.80000001
348,1950,Mexico,Pakistan,0.0,0.0
349,1950,Mexico,Myanmar,0.0,0.0
350,1950,Mexico,Sri Lanka,0.5,0.0
351,1950,Mexico,Thailand,0.0,0.0
352,1950,Mexico,Philippines,0.0,0.0
353,1950,Mexico,Indonesia,0.2,0.1
354,1950,Mexico,Australia,4.0999999,0.0
355,1950,Mexico,New Zealand,0.60000002,0.0
356,1950,Guatemala,Honduras,0.1,0.11
357,1950,Guatemala,El Salvador,1.5,0.2
358,1950,Guatemala,Nicaragua,0.0,0.0
359,1950,Guatemala,Costa Rica,0.0,0.0
360,1950,Guatemala,Panama,0.0,0.22
361,1950,Guatemala,Colombia,0.0,0.0
362,1950,Guatemala,Venezuela,0.30000001,0.0
363,1950,Guatemala,Ecuador,0.0,0.0
364,1950,Guatemala,Peru,0.30000001,0.0
365,1950,Guatemala,Brazil,0.0,0.0
366,1950,Guatemala,Bolivia,0.0,0.0
367,1950,Guatemala,Paraguay,0.0,0.0
368,1950,Guatemala,Chile,0.0,0.0
369,1950,Guatemala,Argentina,0.0,0.0
370,1950,Guatemala,Uruguay,0.0,0.0
371,1950,Guatemala,United Kingdom,2.2,0.0
372,1950,Guatemala,Ireland,0.0,0.0
373,1950,Guatemala,Netherlands,0.30000001,1.7
374,1950,Guatemala,Belgium,1.251358,2.310199
375,1950,Guatemala,Luxembourg,0.0486423,0.0898012
376,1950,Guatemala,France,0.5,0.30000001
377,1950,Guatemala,Switzerland,0.60000002,2.4000001
378,1950,Guatemala,Spain,0.2,0.0
379,1950,Guatemala,Portugal,0.0,0.0
380,1950,Guatemala,Poland,0.0,0.0
381,1950,Guatemala,Hungary,0.0,0.0
382,1950,Guatemala,Czechoslovakia,0.5,0.0
383,1950,Guatemala,Italy,0.5,0.40000001
384,1950,Guatemala,Yugoslavia,0.0,0.0
385,1950,Guatemala,Greece,0.0,0.0
386,1950,Guatemala,Bulgaria,0.0,0.0
387,1950,Guatemala,Romania,0.0,0.0
388,1950,Guatemala,Russia,0.0,0.0
389,1950,Guatemala,Finland,0.0,0.0
390,1950,Guatemala,Sweden,0.30000001,0.0
391,1950,Guatemala,Denmark,0.0,0.0
392,1950,Guatemala,Iceland,0.0,0.0
393,1950,Guatemala,Ethiopia,0.0,0.0
394,1950,Guatemala,South Africa,0.0,0.0
395,1950,Guatemala,Iran,0.0,0.0
396,1950,Guatemala,Turkey,0.0,0.0
397,1950,Guatemala,Egypt,0.0,0.0
398,1950,Guatemala,Syria,0.0,0.0
399,1950,Guatemala,Lebanon,0.0,0.0
400,1950,Guatemala,Jordan,0.0,0.0
401,1950,Guatemala,Israel,0.0,0.0
402,1950,Guatemala,Saudi Arabia,0.0,0.0
403,1950,Guatemala,Yemen Arab Republic,0.0,0.0
404,1950,Guatemala,China,0.0,0.0
405,1950,Guatemala,North Korea,0.0,0.0
406,1950,Guatemala,South Korea,0.0,0.0
407,1950,Guatemala,India,0.60000002,0.0
408,1950,Guatemala,Pakistan,0.0,0.0
409,1950,Guatemala,Sri Lanka,0.0,0.0
410,1950,Guatemala,Thailand,0.0,0.0
411,1950,Guatemala,Philippines,0.0,0.0
412,1950,Guatemala,Indonesia,0.0,0.0
413,1950,Guatemala,Australia,0.0,0.0
414,1950,Guatemala,New Zealand,0.0,0.0
415,1950,Honduras,El Salvador,1.76,2.0999999
416,1950,Honduras,Nicaragua,0.11,0.0
417,1950,Honduras,Costa Rica,0.0,0.40000001
418,1950,Honduras,Panama,0.0,0.22
419,1950,Honduras,Colombia,0.0,0.0
420,1950,Honduras,Venezuela,0.11,0.2
421,1950,Honduras,Ecuador,0.0,0.0
422,1950,Honduras,Peru,0.33000001,0.0
423,1950,Honduras,Brazil,0.0,0.0
424,1950,Honduras,Bolivia,0.0,0.0
425,1950,Honduras,Chile,0.0,0.0
426,1950,Honduras,Argentina,0.0,0.0
427,1950,Honduras,Uruguay,0.0,0.0
428,1950,Honduras,United Kingdom,0.88,0.60000002
429,1950,Honduras,Ireland,0.0,0.0
430,1950,Honduras,Netherlands,0.0,0.2
431,1950,Honduras,Belgium,0.0,0.096258298
432,1950,Honduras,Luxembourg,0.0,0.0037417
433,1950,Honduras,Switzerland,0.11,0.2
434,1950,Honduras,Spain,0.0,0.0
435,1950,Honduras,Portugal,0.0,0.0
436,1950,Honduras,Poland,0.0,0.0
437,1950,Honduras,Hungary,0.0,0.0
438,1950,Honduras,Czechoslovakia,0.0,0.0
439,1950,Honduras,Italy,0.11,0.60000002
440,1950,Honduras,Albania,0.0,0.0
441,1950,Honduras,Yugoslavia,0.0,0.0
442,1950,Honduras,Greece,0.0,0.0
443,1950,Honduras,Bulgaria,0.0,0.0
444,1950,Honduras,Romania,0.0,0.0
445,1950,Honduras,Russia,0.0,0.0
446,1950,Honduras,Finland,0.0,0.0
447,1950,Honduras,Sweden,0.0,0.0
448,1950,Honduras,Denmark,0.0,0.0
449,1950,Honduras,Iceland,0.0,0.0
450,1950,Honduras,Liberia,0.0,0.0
451,1950,Honduras,South Africa,0.0,0.0
452,1950,Honduras,Iran,0.0,0.0
453,1950,Honduras,Turkey,0.0,0.0
454,1950,Honduras,Iraq,0.0,0.0
455,1950,Honduras,Egypt,0.0,0.0
456,1950,Honduras,Syria,0.0,0.0
457,1950,Honduras,Lebanon,0.0,0.0
458,1950,Honduras,Jordan,0.0,0.0
459,1950,Honduras,Israel,0.0,0.0
460,1950,Honduras,Saudi Arabia,0.0,0.0
461,1950,Honduras,Afghanistan,0.0,0.0
462,1950,Honduras,China,0.0,0.0
463,1950,Honduras,North Korea,0.0,0.0
464,1950,Honduras,South Korea,0.0,0.0
465,1950,Honduras,India,0.0,0.0
466,1950,Honduras,Pakistan,0.0,0.0
467,1950,Honduras,Myanmar,0.0,0.0
468,1950,Honduras,Sri Lanka,0.0,0.0
469,1950,Honduras,Thailand,0.0,0.0
470,1950,Honduras,Philippines,0.0,0.0
471,1950,Honduras,Indonesia,0.0,0.0
472,1950,Honduras,Australia,0.0,0.0
473,1950,Honduras,New Zealand,0.0,0.0
474,1950,El Salvador,Nicaragua,0.40000001,0.22
475,1950,El Salvador,Costa Rica,0.0,0.1
476,1950,El Salvador,Panama,0.0,0.11
477,1950,El Salvador,Colombia,0.0,0.0
478,1950,El Salvador,Venezuela,0.0,0.1
479,1950,El Salvador,Ecuador,0.0,0.0
480,1950,El Salvador,Peru,0.80000001,0.0
481,1950,El Salvador,Brazil,0.0,0.0
482,1950,El Salvador,Bolivia,0.0,0.0
483,1950,El Salvador,Paraguay,0.0,0.0
484,1950,El Salvador,Chile,0.2,0.0
485,1950,El Salvador,Argentina,0.0,0.0
486,1950,El Salvador,Uruguay,0.0,0.0
487,1950,El Salvador,United Kingdom,1.6,1.0
488,1950,El Salvador,Ireland,0.0,0.0
489,1950,El Salvador,Netherlands,1.2,0.1
490,1950,El Salvador,Belgium,0.5775497,0.48129141
491,1950,El Salvador,Luxembourg,0.0224503,0.0187086
492,1950,El Salvador,France,0.40000001,0.0
493,1950,El Salvador,Switzerland,0.5,1.2
494,1950,El Salvador,Spain,0.1,0.0
495,1950,El Salvador,Portugal,0.0,0.0
496,1950,El Salvador,Poland,0.0,0.0
497,1950,El Salvador,Hungary,0.0,0.0
498,1950,El Salvador,Czechoslovakia,0.1,0.0
499,1950,El Salvador,Italy,1.1,1.9
500,1950,El Salvador,Yugoslavia,0.0,0.0
501,1950,El Salvador,Greece,0.0,0.0
502,1950,El Salvador,Bulgaria,0.0,0.0
503,1950,El Salvador,Romania,0.0,0.0
504,1950,El Salvador,Russia,0.0,0.0
505,1950,El Salvador,Finland,0.0,0.0
506,1950,El Salvador,Sweden,0.60000002,0.2
507,1950,El Salvador,Denmark,0.2,0.0
508,1950,El Salvador,Iceland,0.0,0.0
509,1950,El Salvador,South Africa,0.0,0.0
510,1950,El Salvador,Iran,0.0,0.0
511,1950,El Salvador,Turkey,0.0,0.0
512,1950,El Salvador,Iraq,0.0,0.0
513,1950,El Salvador,Egypt,0.0,0.0
514,1950,El Salvador,Lebanon,0.0,0.0
515,1950,El Salvador,Jordan,0.0,0.0
516,1950,El Salvador,Israel,0.0,0.0
517,1950,El Salvador,Saudi Arabia,0.0,0.0
518,1950,El Salvador,Afghanistan,0.0,0.0
519,1950,El Salvador,China,0.0,0.0
520,1950,El Salvador,South Korea,0.0,0.0
521,1950,El Salvador,India,0.0,0.0
522,1950,El Salvador,Pakistan,0.0,0.0
523,1950,El Salvador,Sri Lanka,0.0,0.0
524,1950,El Salvador,Thailand,0.0,0.0
525,1950,El Salvador,Philippines,0.0,0.0
526,1950,El Salvador,Indonesia,0.0,0.0
527,1950,El Salvador,Australia,0.0,0.0
528,1950,El Salvador,New Zealand,0.0,0.0
529,1950,Nicaragua,Costa Rica,0.11,0.2
530,1950,Nicaragua,Panama,0.11,0.1
531,1950,Nicaragua,Colombia,0.0,0.1
532,1950,Nicaragua,Venezuela,0.0,0.2
533,1950,Nicaragua,Ecuador,0.0,0.0
534,1950,Nicaragua,Peru,0.11,0.2
535,1950,Nicaragua,Brazil,0.0,0.0
536,1950,Nicaragua,Bolivia,0.0,0.0
537,1950,Nicaragua,Paraguay,0.0,0.0
538,1950,Nicaragua,Chile,0.0,0.0
539,1950,Nicaragua,Argentina,0.0,0.0
540,1950,Nicaragua,Uruguay,0.0,0.0
541,1950,Nicaragua,United Kingdom,0.76999998,0.60000002
542,1950,Nicaragua,Ireland,0.0,0.0
543,1950,Nicaragua,Netherlands,0.0,0.40000001
544,1950,Nicaragua,Belgium,0.1058841,1.636391
545,1950,Nicaragua,Luxembourg,0.0041159,0.063609198
546,1950,Nicaragua,France,0.11,0.2
547,1950,Nicaragua,Switzerland,0.11,0.30000001
548,1950,Nicaragua,Spain,0.0,0.0
549,1950,Nicaragua,Portugal,0.0,0.0
550,1950,Nicaragua,Poland,0.0,0.0
551,1950,Nicaragua,Hungary,0.0,0.0
552,1950,Nicaragua,Italy,0.0,0.1
553,1950,Nicaragua,Greece,0.0,0.0
554,1950,Nicaragua,Bulgaria,0.0,0.0
555,1950,Nicaragua,Romania,0.0,0.0
556,1950,Nicaragua,Russia,0.0,0.0
557,1950,Nicaragua,Finland,0.0,0.0
558,1950,Nicaragua,Sweden,0.0,0.1
559,1950,Nicaragua,Iceland,0.0,0.0
560,1950,Nicaragua,Ethiopia,0.0,0.0
561,1950,Nicaragua,South Africa,0.0,0.2
562,1950,Nicaragua,Iran,0.0,0.0
563,1950,Nicaragua,Turkey,0.0,0.0
564,1950,Nicaragua,Egypt,0.0,0.0
565,1950,Nicaragua,Syria,0.0,0.0
566,1950,Nicaragua,Lebanon,0.0,0.0
567,1950,Nicaragua,Jordan,0.0,0.0
568,1950,Nicaragua,Israel,0.0,0.0
569,1950,Nicaragua,Saudi Arabia,0.0,0.0
570,1950,Nicaragua,China,0.0,0.2
571,1950,Nicaragua,North Korea,0.0,0.0
